,Scrap_time,Airline1_Back,Airline2_There,Airline2_Back,Airline1_There,Days,Journey_time,prediction
343,20.0,none,none,none,none,268.0,5.0,32.429329127932995
344,20.0,none,none,none,none,298.0,5.0,32.38357105058401
345,20.0,none,none,none,none,174.0,5.0,33.47048277789865
346,20.0,none,none,none,none,200.0,5.0,32.32710544595576
347,20.0,none,none,none,none,16.0,6.0,31.938244501497074
348,2.0,Ryanair,Ryanair,Ryanair,Ryanair,40.0,6.0,31.590919721273764
349,2.0,Ryanair,Ryanair,Ryanair,Ryanair,235.0,5.0,32.05619708281817
350,2.0,Ryanair,Ryanair,Ryanair,Ryanair,30.0,5.0,31.328684869847585
351,2.0,Ryanair,Ryanair,Ryanair,Ryanair,285.0,5.0,32.079111850269165
352,2.0,Ryanair,Ryanair,Ryanair,Ryanair,242.0,6.0,32.05619708281817
353,20.0,Ryanair,Ryanair,Ryanair,Ryanair,243.0,6.0,31.914024752038138
354,20.0,Ryanair,Ryanair,Ryanair,Ryanair,24.0,5.0,33.60039116682726
355,20.0,Ryanair,Ryanair,Ryanair,Ryanair,142.0,8.0,31.29705151191946
356,20.0,Ryanair,Ryanair,Ryanair,Ryanair,198.0,4.0,31.85581651417876
357,20.0,Ryanair,Ryanair,Ryanair,Ryanair,262.0,4.0,31.907494019301186
358,20.0,Ryanair,Ryanair,Ryanair,Ryanair,256.0,6.0,31.928520710018354
359,2.0,none,none,none,none,243.0,8.0,33.091233225131404
